# Categoria|Difficoltà|Domanda|Risposta corretta|Distrattore|Distrattore|Distrattore|Spiegazione facoltativa
Scienza|3|Qual è l'unità SI della quantità di sostanza?|Mole|Chilogrammo|Candela|Kelvin
Natura|1|Quale animale è un mammifero?|Delfino|Squalo|Trota|Polpo
Natura|1|Come si chiama il processo con cui le piante usano la luce per produrre zuccheri?|Fotosintesi|Fermentazione|Digestione|Evaporazione
Natura|1|Quante zampe ha un insetto adulto tipico?|6|4|8|10
Natura|1|Quale animale passa dalla fase di bruco a quella di adulto alato?|Farfalla|Rana|Lucertola|Lumaca
Natura|2|Quale di questi alberi è una conifera?|Abete|Quercia|Olivo|Faggio
Natura|2|Quale animale è noto per deporre uova pur essendo un mammifero?|Ornitorinco|Koala|Lontra|Castoro
Natura|2|Quale tessuto vegetale trasporta principalmente acqua dalle radici?|Xilema|Floema|Epidermide|Polline
Natura|2|In quale bioma prevalgono erbe e alberi sparsi, con stagioni secche?|Savana|Tundra|Taiga|Foresta pluviale
Natura|2|Quale animale ha tre cuori?|Polpo|Balena|Coccodrillo|Aquila
Natura|3|Come si chiama l'associazione tra un fungo e un'alga o cianobatterio?|Lichene|Muschio|Felce|Spora
Natura|3|Quale gruppo comprende meduse e coralli?|Cnidari|Anellidi|Molluschi|Echinodermi
Natura|1|Quale animale è il più grande oggi vivente?|Balenottera azzurra|Elefante africano|Squalo bianco|Giraffa
Natura|2|Quale pigmento dà alle foglie il tipico colore verde?|Clorofilla|Melanina|Emoglobina|Cheratina
Natura|3|Come si chiama la relazione in cui entrambe le specie traggono beneficio?|Mutualismo|Parassitismo|Predazione|Competizione
Astronomia|1|Quale pianeta è chiamato il pianeta rosso?|Marte|Venere|Giove|Mercurio
Astronomia|1|Qual è il satellite naturale della Terra?|Luna|Titano|Europa|Io
Astronomia|1|Qual è il pianeta più grande del Sistema solare?|Giove|Saturno|Nettuno|Terra
Astronomia|1|Quale stella è al centro del Sistema solare?|Sole|Sirio|Polare|Vega
Astronomia|2|Quale pianeta è più vicino al Sole?|Mercurio|Venere|Terra|Marte
Astronomia|2|In quale galassia si trova il Sistema solare?|Via Lattea|Andromeda|Galassia del Triangolo|Grande Nube di Magellano
Astronomia|2|Che cosa misura un anno luce?|Una distanza|Una durata|Una massa|Una temperatura
Astronomia|2|Quale pianeta è famoso per il suo ampio sistema di anelli visibili?|Saturno|Marte|Mercurio|Venere
Astronomia|3|Come si chiama il confine oltre il quale nulla può uscire da un buco nero?|Orizzonte degli eventi|Equatore celeste|Fascia di Kuiper|Punto di Lagrange
Astronomia|2|Quale fenomeno si verifica quando la Luna si interpone fra Sole e Terra?|Eclissi solare|Eclissi lunare|Aurora boreale|Solstizio
Astronomia|3|Quale satellite di Saturno ha una densa atmosfera?|Titano|Fobos|Deimos|Europa
Astronomia|3|Quale tipo di stella compatta è composta principalmente da neutroni?|Stella di neutroni|Gigante rossa|Nana bruna|Stella di sequenza principale
Astronomia|1|Quanti pianeti riconosciuti ci sono nel Sistema solare?|8|9|7|10
Astronomia|2|Quale moto della Terra determina l'alternanza di giorno e notte?|Rotazione|Rivoluzione|Precessione|Nutazione
Letteratura|1|Chi ha scritto la Divina Commedia?|Dante Alighieri|Francesco Petrarca|Giovanni Boccaccio|Ludovico Ariosto
Letteratura|1|Chi ha scritto I promessi sposi?|Alessandro Manzoni|Italo Calvino|Giacomo Leopardi|Giovanni Verga
Letteratura|1|Quale personaggio di Collodi ha un naso che si allunga quando mente?|Pinocchio|Geppetto|Lucignolo|Mangiafuoco
Letteratura|1|Chi ha scritto Romeo e Giulietta?|William Shakespeare|Charles Dickens|Oscar Wilde|Jane Austen
Letteratura|2|Quale autore ha creato il detective Sherlock Holmes?|Arthur Conan Doyle|Agatha Christie|Edgar Allan Poe|Georges Simenon
Letteratura|2|Quale romanzo di George Orwell presenta il Grande Fratello?|1984|La fattoria degli animali|Fahrenheit 451|Il mondo nuovo
Letteratura|2|Chi ha scritto Il piccolo principe?|Antoine de Saint-Exupéry|Jules Verne|Victor Hugo|Albert Camus
Letteratura|2|Chi è l'autore dell'Odissea secondo la tradizione?|Omero|Virgilio|Sofocle|Ovidio
Letteratura|2|Quale scrittrice ha scritto Orgoglio e pregiudizio?|Jane Austen|Emily Brontë|Virginia Woolf|Mary Shelley
Letteratura|3|Chi ha scritto La coscienza di Zeno?|Italo Svevo|Luigi Pirandello|Cesare Pavese|Primo Levi
Letteratura|3|Quale autore argentino ha scritto la raccolta Finzioni?|Jorge Luis Borges|Pablo Neruda|Julio Cortázar|Gabriel García Márquez
Letteratura|3|In quale romanzo compare il capitano Achab?|Moby Dick|L'isola del tesoro|Robinson Crusoe|Ventimila leghe sotto i mari
Letteratura|1|Chi ha scritto la saga di Harry Potter?|J. K. Rowling|J. R. R. Tolkien|C. S. Lewis|Roald Dahl
Letteratura|2|Quale poeta scrisse L'infinito?|Giacomo Leopardi|Ugo Foscolo|Giuseppe Ungaretti|Eugenio Montale
Arte|1|Chi ha dipinto la Gioconda?|Leonardo da Vinci|Michelangelo|Raffaello|Caravaggio
Arte|1|In quale museo è esposta la Gioconda?|Louvre|Prado|Uffizi|British Museum
Arte|1|Chi dipinse il soffitto della Cappella Sistina?|Michelangelo|Botticelli|Donatello|Bernini
Arte|1|Quale artista è celebre per i dipinti di girasoli?|Vincent van Gogh|Claude Monet|Salvador Dalí|Edvard Munch
Arte|2|Chi ha dipinto Guernica?|Pablo Picasso|Joan Miró|Paul Klee|Henri Matisse
Arte|2|Quale movimento artistico è associato a Claude Monet?|Impressionismo|Cubismo|Futurismo|Surrealismo
Arte|2|Chi ha realizzato la scultura Il pensatore?|Auguste Rodin|Antonio Canova|Gian Lorenzo Bernini|Donatello
Arte|2|Quale pittore ha realizzato La nascita di Venere agli Uffizi?|Sandro Botticelli|Tiziano|Giotto|Tintoretto
Arte|3|Quale artista è associato ai tagli sulla tela?|Lucio Fontana|Alberto Burri|Giorgio Morandi|Renato Guttuso
Arte|3|Chi ha dipinto La persistenza della memoria, con gli orologi molli?|Salvador Dalí|René Magritte|Max Ernst|Giorgio de Chirico
Arte|2|In quale città si trova il museo del Prado?|Madrid|Barcellona|Siviglia|Valencia
Arte|3|Chi progettò la cupola di Santa Maria del Fiore a Firenze?|Filippo Brunelleschi|Leon Battista Alberti|Andrea Palladio|Donato Bramante
Arte|1|Quale colore si ottiene mescolando pigmenti blu e gialli?|Verde|Viola|Arancione|Rosso
Arte|2|Quale artista messicana è nota per i suoi autoritratti?|Frida Kahlo|Georgia O'Keeffe|Berthe Morisot|Tamara de Lempicka
Musica|1|Quante corde ha normalmente un violino?|4|5|6|8
Musica|1|Quale strumento ha tasti bianchi e neri e corde percosse da martelletti?|Pianoforte|Organo a canne|Fisarmonica|Clavicembalo
Musica|1|Chi compose Le quattro stagioni?|Antonio Vivaldi|Giuseppe Verdi|Giacomo Puccini|Gioachino Rossini
Musica|1|Da quale città inglese provenivano i Beatles?|Liverpool|Londra|Manchester|Bristol
Musica|2|Chi compose Il flauto magico?|Wolfgang Amadeus Mozart|Ludwig van Beethoven|Franz Schubert|Johann Sebastian Bach
Musica|2|Quale famiglia di strumenti comprende la tromba?|Ottoni|Archi|Legni|Percussioni a tastiera
Musica|2|Che cosa indica il termine crescendo?|Aumento graduale dell'intensità|Riduzione della velocità|Pausa totale|Ripetizione dall'inizio
Musica|2|Quale compositore scrisse la Nona sinfonia con l'Inno alla gioia?|Ludwig van Beethoven|Johannes Brahms|Gustav Mahler|Franz Liszt
Musica|3|Quanti semitoni contiene un'ottava nel sistema temperato a dodici suoni?|12|7|8|10
Musica|3|Chi compose il balletto La sagra della primavera?|Igor Stravinskij|Pëtr Čajkovskij|Sergej Prokof'ev|Claude Debussy
Musica|2|Quale cantante dei Queen era noto per la sua voce e presenza scenica?|Freddie Mercury|David Bowie|Elton John|Robert Plant
Musica|3|Quale indicazione musicale richiede di pizzicare le corde?|Pizzicato|Legato|Sostenuto|Fortissimo
Musica|1|Quante linee ha un pentagramma?|5|4|6|7
Musica|2|Quale genere musicale è fortemente associato all'improvvisazione e a New Orleans?|Jazz|Flamenco|K-pop|Tango
Cinema|1|Chi dirige il film Titanic del 1997?|James Cameron|Steven Spielberg|George Lucas|Ridley Scott
Cinema|1|Quale saga cinematografica include Darth Vader?|Star Wars|Star Trek|Il Signore degli Anelli|Matrix
Cinema|1|Quale oggetto perde Cenerentola nel celebre film Disney?|Una scarpetta|Una corona|Un anello|Una bacchetta
Cinema|1|Quale studio ha prodotto Toy Story del 1995?|Pixar|DreamWorks|Studio Ghibli|Aardman
Cinema|2|Chi ha diretto La dolce vita?|Federico Fellini|Vittorio De Sica|Sergio Leone|Luchino Visconti
Cinema|2|Quale regista ha diretto Jurassic Park del 1993?|Steven Spielberg|Tim Burton|Christopher Nolan|Peter Jackson
Cinema|2|Chi interpreta il protagonista di Forrest Gump?|Tom Hanks|Tom Cruise|Brad Pitt|Robin Williams
Cinema|2|In quale città si svolge principalmente il film d'animazione Ratatouille?|Parigi|Roma|Londra|New York
Cinema|3|Chi ha diretto I sette samurai?|Akira Kurosawa|Yasujirō Ozu|Hayao Miyazaki|Wong Kar-wai
Cinema|3|Quale film di Vittorio De Sica segue un padre e suo figlio alla ricerca di una bicicletta?|Ladri di biciclette|Umberto D.|Sciuscià|Miracolo a Milano
Cinema|2|Quale personaggio cinematografico usa una frusta ed è archeologo?|Indiana Jones|James Bond|Rocky Balboa|Jack Sparrow
Cinema|3|Quale regista ha realizzato La città incantata?|Hayao Miyazaki|Isao Takahata|Satoshi Kon|Makoto Shinkai
Cinema|1|Quale animale è il protagonista de Il re leone?|Leone|Tigre|Lupo|Orso
Cinema|2|Quale film di fantascienza del 1999 ha Neo come protagonista?|Matrix|Blade Runner|Alien|Dune
Tecnologia|1|Che cosa significa la sigla CPU?|Unità centrale di elaborazione|Memoria permanente universale|Protocollo di connessione utente|Unità di stampa a colori
Tecnologia|1|Quale dispositivo si usa principalmente per inserire testo in un computer?|Tastiera|Monitor|Stampante|Altoparlante
Tecnologia|1|Quale di questi è un browser web?|Firefox|Excel|Photoshop|VLC
Tecnologia|1|Quanti valori distinti può rappresentare un bit?|2|8|10|16
Tecnologia|2|Quale linguaggio descrive la struttura delle pagine web?|HTML|SQL|C|Bash
Tecnologia|2|Quale memoria perde normalmente i dati quando manca alimentazione?|RAM|SSD|Disco rigido|Memoria flash
Tecnologia|2|A cosa serve principalmente il DNS?|Tradurre nomi di dominio in indirizzi IP|Comprimere immagini|Ricaricare batterie|Misurare la velocità della CPU
Tecnologia|2|Quale protocollo cifra il traffico web quando usato con HTTP?|TLS|FTP|UDP|ARP
Tecnologia|3|In informatica, quale struttura segue il principio FIFO?|Coda|Pila|Albero binario|Insieme non ordinato
Tecnologia|3|Quale complessità ha una ricerca binaria su una sequenza ordinata?|O(log n)|O(n²)|O(n!)|O(2ⁿ)
Tecnologia|2|Quale linguaggio si usa comunemente per interrogare database relazionali?|SQL|CSS|SVG|Markdown
Tecnologia|3|Che cosa garantisce principalmente una funzione hash crittografica sui dati?|Un'impronta di lunghezza fissa|Una compressione reversibile|La connessione a Internet|La duplicazione automatica
Tecnologia|1|Quale simbolo separa nome utente e dominio in un indirizzo email?|@|#|&|%
Tecnologia|2|Quale sistema di numerazione usa solo 0 e 1?|Binario|Decimale|Esadecimale|Ottale
Sport|1|Quanti giocatori per squadra scendono in campo nel calcio a 11?|11|9|10|12
Sport|1|Quale sport usa un canestro?|Pallacanestro|Pallavolo|Rugby|Hockey
Sport|1|In quale sport si disputa il torneo di Wimbledon?|Tennis|Golf|Cricket|Badminton
Sport|1|Quale sport si pratica in piscina usando quattro stili principali?|Nuoto|Canottaggio|Ciclismo|Scherma
Sport|2|Quanto è lunga una maratona ufficiale?|42,195 km|40 km|21,0975 km|50 km
Sport|2|Quale colore ha la maglia del leader del Tour de France?|Giallo|Rosa|Verde|Rosso
Sport|2|Quanti cerchi compongono il simbolo olimpico?|5|4|6|7
Sport|2|Nel tennis, quale punteggio indica parità dopo 40-40?|Deuce|Love|Ace|Let
Sport|3|Nel rugby a 15, quanti punti vale una meta senza trasformazione?|5|3|6|7
Sport|3|Quale attrezzo NON appartiene alla ginnastica ritmica individuale?|Cavallo con maniglie|Cerchio|Palla|Nastro
Sport|2|Quanti giocatori di una squadra sono normalmente in campo nella pallavolo?|6|5|7|8
Sport|3|In quale specialità atletica si superano ostacoli e una riviera d'acqua?|3000 metri siepi|110 metri ostacoli|Decathlon|Salto triplo
Sport|1|Quale sport è associato al Giro d'Italia?|Ciclismo|Motociclismo|Automobilismo|Podismo
Sport|2|Negli scacchi, quale pezzo si muove a L?|Cavallo|Alfiere|Torre|Re
Matematica|1|Quanto fa 7 × 8?|56|54|64|48
Matematica|1|Quanti lati ha un esagono?|6|5|7|8
Matematica|1|Qual è la metà di 90?|45|30|40|55
Matematica|1|Quanto vale il 10% di 250?|25|10|20|50
Matematica|2|Qual è la radice quadrata di 144?|12|11|14|16
Matematica|2|Qual è la somma degli angoli interni di un triangolo piano?|180°|90°|270°|360°
Matematica|2|Quale di questi numeri è primo?|29|21|27|33
Matematica|2|Quanto vale 2 elevato alla quinta potenza?|32|10|16|64
Matematica|3|Qual è la derivata di x² rispetto a x?|2x|x|x³|2
Matematica|3|Quanto vale il fattoriale di 5?|120|25|60|100
Matematica|2|Un quadrato ha lato 5 cm: qual è la sua area?|25 cm²|20 cm²|10 cm²|15 cm²
Matematica|3|Qual è il logaritmo in base 10 di 1000?|3|2|10|100
Matematica|1|Quanto fa 3/4 espresso in percentuale?|75%|25%|34%|50%
Matematica|2|Qual è il minimo comune multiplo di 6 e 8?|24|12|48|16
Personaggi|1|Chi formulò la teoria della relatività?|Albert Einstein|Isaac Newton|Charles Darwin|Galileo Galilei
Personaggi|1|Chi fu il primo essere umano a camminare sulla Luna?|Neil Armstrong|Yuri Gagarin|Buzz Aldrin|Michael Collins
Personaggi|1|Chi è noto per la teoria dell'evoluzione per selezione naturale?|Charles Darwin|Louis Pasteur|Gregor Mendel|Dmitrij Mendeleev
Personaggi|1|Quale scienziata vinse due Nobel in Fisica e Chimica?|Marie Curie|Rosalind Franklin|Ada Lovelace|Rita Levi-Montalcini
Personaggi|2|Chi guidò la lotta nonviolenta per l'indipendenza dell'India?|Mahatma Gandhi|Nelson Mandela|Martin Luther King|Sun Yat-sen
Personaggi|2|Quale donna fu la prima a volare nello spazio?|Valentina Tereškova|Sally Ride|Samantha Cristoforetti|Mae Jemison
Personaggi|2|Chi è associato alle leggi dell'ereditarietà studiate sui piselli?|Gregor Mendel|Alexander Fleming|Robert Koch|Carl Linnaeus
Personaggi|2|Quale infermiera è celebre per il suo lavoro durante la guerra di Crimea?|Florence Nightingale|Clara Barton|Maria Montessori|Emmeline Pankhurst
Personaggi|3|Quale matematica scrisse note sulla macchina analitica di Babbage?|Ada Lovelace|Emmy Noether|Sophie Germain|Ipazia
Personaggi|3|Chi dimostrò l'ultimo teorema di Fermat negli anni Novanta?|Andrew Wiles|Alan Turing|John Nash|Kurt Gödel
Personaggi|2|Chi dipinse l'affresco L'ultima cena a Milano?|Leonardo da Vinci|Raffaello|Giotto|Piero della Francesca
Personaggi|3|Quale scienziata italiana vinse il Nobel per la Medicina nel 1986?|Rita Levi-Montalcini|Margherita Hack|Fabiola Gianotti|Maria Montessori
Personaggi|1|Chi fu il primo presidente degli Stati Uniti?|George Washington|Abraham Lincoln|Thomas Jefferson|John Adams
Personaggi|2|Quale esploratore raggiunse il Polo Sud nel dicembre 1911?|Roald Amundsen|Robert Scott|Ernest Shackleton|Fridtjof Nansen
Invenzioni|1|Chi è associato alla stampa a caratteri mobili metallici nell'Europa del XV secolo?|Johannes Gutenberg|Leonardo da Vinci|Isaac Newton|Blaise Pascal
Invenzioni|1|Quale invenzione permette di osservare oggetti molto piccoli?|Microscopio|Telescopio|Periscopio|Sestante
Invenzioni|1|Quale apparecchio trasforma energia meccanica in energia elettrica?|Generatore|Frigorifero|Altoparlante|Lampadina
Invenzioni|1|Quale invenzione consente di orientarsi sfruttando il campo magnetico terrestre?|Bussola|Clessidra|Barometro|Termometro
Invenzioni|2|Chi creò il World Wide Web al CERN?|Tim Berners-Lee|Bill Gates|Steve Jobs|Linus Torvalds
Invenzioni|2|Quali fratelli realizzarono il celebre volo a motore del 1903 a Kitty Hawk?|Wright|Lumière|Montgolfier|Grimm
Invenzioni|2|Quale invenzione è legata ai fratelli Lumière?|Cinematografo|Telegrafo|Fonografo|Telefono
Invenzioni|2|Chi scoprì la penicillina nel 1928?|Alexander Fleming|Louis Pasteur|Edward Jenner|Robert Koch
Invenzioni|3|Quale inventore ideò il primo motore diesel funzionante negli anni 1890?|Rudolf Diesel|Nikola Tesla|James Watt|Karl Benz
Invenzioni|3|Quale strumento ideato da Evangelista Torricelli misura la pressione atmosferica?|Barometro|Igrometro|Anemometro|Calorimetro
Invenzioni|2|Chi sviluppò il sistema di lettura e scrittura tattile a sei punti?|Louis Braille|Samuel Morse|Thomas Edison|Alexander Graham Bell
Invenzioni|3|Quale tecnologia usa l'amplificazione della luce per emissione stimolata?|Laser|Radar|Sonar|Dinamo
Invenzioni|1|Che cosa misura principalmente un orologio?|Il tempo|La pressione|La massa|L'umidità
Invenzioni|2|Quale dispositivo inventato da Alessandro Volta produceva corrente elettrica?|Pila|Transistor|Diodo|Alternatore
Cultura del mondo|1|In quale paese ha origine il sushi?|Giappone|Messico|Grecia|Egitto
Cultura del mondo|1|Quale lingua si parla principalmente in Brasile?|Portoghese|Spagnolo|Francese|Italiano
Cultura del mondo|1|In quale paese si trova il Taj Mahal?|India|Cina|Thailandia|Iran
Cultura del mondo|1|Quale città italiana è celebre per gondole e canali?|Venezia|Torino|Bologna|Siena
Cultura del mondo|2|Quale festa messicana onora i defunti con altari e offerte?|Día de Muertos|Oktoberfest|Holi|Hanami
Cultura del mondo|2|Quale bevanda tradizionale giapponese si ottiene dalla fermentazione del riso?|Sake|Tequila|Cachaça|Sidro
Cultura del mondo|2|Quale danza è associata ad Argentina e Uruguay?|Tango|Valzer|Polka|Flamenco
Cultura del mondo|2|Quale alfabeto si usa comunemente per scrivere il russo?|Cirillico|Greco|Arabo|Ebraico
Cultura del mondo|3|Come si chiama l'arte giapponese di piegare la carta?|Origami|Ikebana|Kintsugi|Bonsai
Cultura del mondo|3|Quale tradizione giapponese consiste nel riparare ceramiche evidenziando le fratture con oro?|Kintsugi|Origami|Sumi-e|Shodō
Cultura del mondo|2|Quale paese è associato al piatto chiamato paella?|Spagna|Portogallo|Francia|Marocco
Cultura del mondo|3|Quale antico sito in Giordania è famoso per le facciate scavate nella roccia?|Petra|Palmira|Persepoli|Efeso
Cultura del mondo|1|Quale monumento è un simbolo di Parigi?|Torre Eiffel|Big Ben|Colosseo|Porta di Brandeburgo
Cultura del mondo|2|Quale strumento aborigeno australiano è un lungo tubo suonato a fiato?|Didgeridoo|Sitar|Balalaika|Koto
Logica|1|Quale numero completa la sequenza 2, 4, 6, 8, …?|10|9|12|16
Logica|1|Se oggi è lunedì, che giorno sarà tra tre giorni?|Giovedì|Mercoledì|Venerdì|Domenica
Logica|1|Quale parola non appartiene al gruppo: mela, pera, carota, banana?|Carota|Mela|Pera|Banana
Logica|1|Se tutti i gatti sono mammiferi e Milo è un gatto, Milo è…|Un mammifero|Un rettile|Un uccello|Un pesce
Logica|2|Quale numero completa la sequenza 3, 6, 12, 24, …?|48|30|36|42
Logica|2|Anna è più alta di Luca, Luca è più alto di Marco. Chi è il più basso?|Marco|Luca|Anna|Non si può stabilire
Logica|2|Hai 3 mele e ne prendi altre 2. Quante mele hai in tutto?|5|1|3|6
Logica|2|Quale numero completa la sequenza 1, 4, 9, 16, …?|25|20|24|32
Logica|3|Una moneta equa viene lanciata due volte. Qual è la probabilità di ottenere due teste?|1/4|1/2|3/4|1
Logica|3|Se A implica B e B è falso, quale conclusione è valida?|A è falso|A è vero|B è vero|A e B sono sempre veri
Logica|2|In una gara superi chi è al secondo posto. In quale posizione ti trovi?|Secondo|Primo|Terzo|Quarto
Logica|3|Cinque macchine identiche producono cinque pezzi in cinque minuti. Quanti minuti servono a cento macchine per cento pezzi?|5|20|100|500
Logica|1|Se una scatola contiene solo palline rosse, di che colore sarà una pallina estratta?|Rossa|Blu|Verde|Gialla
Logica|2|Quale lettera continua la sequenza A, C, E, G, … nell'alfabeto internazionale?|I|H|J|K
